Scheme Name	Net Asset Value
UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Regular Plan - Growth Option	26.846
UTI - Fixed Income Interval Fund - Monthly Interval Plan - Institutional Dividend Option	10.0325
UTI FIIF Monthly Interval Plan I - Direct Plan - Monthly IDCW	10.0063
UTI FIIF Monthly Interval Plan I - Regular Plan - Monthly IDCW	10.0085
UTI FIIF Monthly Interval Plan II - Direct Plan - Monthly IDCW	10.0286
UTI FIIF Monthly Interval Plan II - Regular Plan - Monthly IDCW	10.0163
UTI Fixed Income Interval Fund - Monthly Interval Plan II-Direct Plan - Growth Option	26.2655
UTI Fixed Income Interval Fund - Monthly Interval Plan II-Regular Plan - Growth Option	25.7798
UTI FIIF Quarterly Interval Plan III - Direct Plan - IDCW	10.0803
UTI FIIF Quarterly Interval Plan III - Regular Plan - IDCW	10.0759
UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - III) - Direct Plan - Growth Option	28.4214
UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - III) -Regular Plan - Growth Option	27.902
UTI Fixed  Income Interval Fund ( Quarterly Interval Plan -III) - Inst Dividend Plan	10.065
UTI F I I F Series II -Quarterly Interval Plan - IV -Direct Plan - Growth Option	25.5663
UTI F I I F Series II -Quarterly Interval Plan - IV -Instn. Growth  Option	20.9434
UTI F I I F Series II -Quarterly Interval Plan - IV -Regular Plan - Growth Option	25.0959
UTI FIIF Sr-2 Quarterly Interval Plan IV - Direct Plan - IDCW	10.0714
UTI FIIF Sr-2 Quarterly Interval Plan IV - Regular Plan - IDCW	10.0671
UTI F I I F Series II -Quarterly Interval Plan - VII - Direct Plan - Growth Option	25.166
UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option	24.7004
UTI FIIF Sr-2 Quarterly Interval Plan VII - Direct Plan - IDCW	10.0613
UTI FIIF Sr-2 Quarterly Interval Plan VII - Regular Plan - IDCW	10.0569
UTI Fixed Term Income Fund Series XXIX -I (1134 days) - Direct Plan - Growth Option	12.4802
UTI Fixed Term Income Fund Series XXIX-I (1134 days) - Regular Plan - Growth Opton	12.3558
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Annual IDCW	9.736
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Quarterly IDCW	9.7357
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Annual IDCW	9.73
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Quarterly IDCW	9.7298
UTI Fixed Term Income Fund Series XXIX-II ( 1118 Days) - Direct Plan - Growth Option	11.419
UTI Fixed Term Income Fund Series XXIX-II (1118 days) - Regular Plan - Growth Option	11.3054
UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Direct Plan - Growth Option	11.3951
UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Regular Plan - Growth Option	11.2815
UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Direct Plan - Growth Option	13.4977
UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Regular Plan - Growth Option	13.3945
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Annual IDCW	10.0001
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Maturity IDCW	10.0001
UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Direct Plan - Growth Option	10.9669
UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Regular Plan - Growth Option	10.8574
UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Direct Plan - Growth Option	11.5331
UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Regular Plan - Growth Option	11.4175
UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Direct Plan - Growth Option	12.749
UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Regular Plan - Growth Option	12.711
UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Direct Plan - Growth Option	12.5388
UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Regular Plan - Growth Option	12.4432
UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Direct Plan - Growth Option	12.765
UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Regular Plan - Growth Option	12.6695
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Direct Plan - Growth Option	11.2868
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Regular Plan - Growth Option	11.2025
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Direct Plan - Growth Option	12.2971
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Regular Plan - Growth Option	12.1747
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Direct Plan - Growth Option	12.704
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Regular Plan - Growth Option	12.609
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Direct Plan - Growth Option	12.6618
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option	12.5669
UTI Fixed Term Income Fund Series XXX-I (1104 days) - Direct Plan - Growth Option	12.2092
UTI Fixed Term Income Fund Series XXX-I (1104 days) - Regular Plan - Growth Option	12.0875
UTI Fixed Term Income Fund Series XXX-II (1107 days) - Direct Plan - Growth Option	12.6748
UTI Fixed Term Income Fund Series XXX-II (1107 days) - Regular Plan - Growth Option	12.5801
UTI Fixed Term Income Fund Series XXX-III (1106 days) - Direct Plan - Growth Option	11.8575
UTI Fixed Term Income Fund Series XXX-III (1106 days) - Regular Plan - Growth Option	11.7394
UTI - Fixed Term Income Fund Series XXX-IV (1125 Days) - Direct Plan - Growth Option	12.8672
UTI - Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Growth Option	12.7392
UTI Fixed Term Income Fund Series XXX-IV (1125 Days) - Regular Plan - Maturity IDCW	10.0001
UTI - Fixed Term Income Fund Series XXX-IX (1266 Days) - Direct Plan - Growth Option	13.377
UTI - Fixed Term Income Fund Series XXX-IX (1266 Days) - Regular Plan - Growth Option	13.2154
UTI - Fixed Term Income Fund Series XXX-V (1135 Days) - Direct Plan - Growth Option	12.7941
UTI - Fixed Term Income Fund Series XXX-V (1135 Days) - Regular Plan - Growth Option	12.6986
UTI - Fixed Term Income Fund Series XXX-VI (1107 Days) - Direct Plan - Growth Option	12.313
UTI - Fixed Term Income Fund Series XXX-VI (1107 Days) - Regular Plan - Growth Option	12.1829
UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days) - Direct Plan - Growth Option	13.3189
UTI - Fixed Term Income Fund Series XXX-VIII (1286 Days) - Regular Plan - Growth Option	13.202
UTI - Fixed Term Income Fund Series XXX-X (1267 Days) - Direct Plan - Growth Option	13.2146
UTI - Fixed Term Income Fund Series XXX-X (1267 Days) - Regular Plan - Growth Option	13.1003
UTI - Fixed Term Income Fund Series XXX-XI (1246 Days) - Direct Plan - Growth Option	13.2615
UTI - Fixed Term Income Fund Series XXX-XI (1246 Days) - Regular Plan - Growth Option	13.1039
UTI - Fixed Term Income Fund Series XXX-XII (1254 Days) - Direct Plan - Growth Option	13.1559
UTI - Fixed Term Income Fund Series XXX-XII (1254 Days) - Regular Plan - Growth Option	13.0209
UTI - Fixed Term Income Fund Series XXX-XIII (1224 Days) - Direct Plan - Growth Option	13.1517
UTI - Fixed Term Income Fund Series XXX-XIII (1224 Days) - Regular Plan - Growth Option	12.9982
UTI - Fixed Term Income Fund Series XXX-XIV (1209 Days) - Direct Plan - Growth Option	13.1348
UTI - Fixed Term Income Fund Series XXX-XIV (1209 Days) - Regular Plan - Growth Option	12.9832
UTI - Fixed Term Income Fund Series XXX-XV (1223 Days) - Direct Plan - Growth Option	12.9412
UTI - Fixed Term Income Fund Series XXX-XV (1223 Days) - Regular Plan - Growth Option	12.8331
UTI - Fixed Term Income Fund Series XXXI-I (1209 Days) - Direct Plan - Growth Option	12.8898
UTI - Fixed Term Income Fund Series XXXI-I (1209 Days) - Regular Plan - Growth Option	12.7752
UTI - Fixed Term Income Fund Series XXXI-II (1222 Days) - Direct Plan - Growth Option	13.1941
UTI - Fixed Term Income Fund Series XXXI-II (1222 Days) - Regular Plan - Growth Option	13.0375
UTI - Fixed Term Income Fund Series XXXI-III (1174 Days) - Direct Plan - Growth Option	12.7787
UTI - Fixed Term Income Fund Series XXXI-III (1174 Days) - Regular Plan - Growth Option	12.6763
UTI - Fixed Term Income Fund Series XXXI-IV (1204 Days) - Direct Plan - Growth Option	13.1475
UTI - Fixed Term Income Fund Series XXXI-IV (1204 Days) - Regular Plan - Growth Option	12.9965
UTI - Fixed Term Income Fund Series XXXI-IX (1168 Days) - Direct Plan - Growth Option	12.9603
UTI - Fixed Term Income Fund Series XXXI-IX (1168 Days) - Regular Plan - Growth Option	12.8141
UTI - Fixed Term Income Fund Series XXXI-V (1174 Days) - Direct Plan - Growth Option	13.0725
UTI - Fixed Term Income Fund Series XXXI-V (1174 Days) - Regular Plan - Growth Option	12.926
UTI - Fixed Term Income Fund Series XXXI-VI (1167 Days) - Direct Plan - Growth Option	12.6927
UTI - Fixed Term Income Fund Series XXXI-VI (1167 Days) - Regular Plan - Growth Option	12.5916
UTI - Fixed Term Income Fund Series XXXI-VII (1155 Days) - Direct Plan - Growth Option	12.8711
UTI - Fixed Term Income Fund Series XXXI-VII (1155 Days) - Regular Plan - Growth Option	12.7293
UTI - Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Direct Plan - Growth Option	12.5966
UTI - Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Regular Plan - Growth Option	12.4974
UTI Fixed Term Income Fund Series XXXI-VIII (1153 Days) - Regular Plan - Flexi IDCW	10.0001
UTI - Fixed Term Income Fund Series XXXI-X (1168 Days) - Direct Plan - Growth Option	12.6754
UTI - Fixed Term Income Fund Series XXXI-X (1168 Days) - Regular Plan - Growth Option	12.5743
UTI - Fixed Term Income Fund Series XXXI-XI (1169 Days) - Direct Plan - Growth Option	12.4599
UTI - Fixed Term Income Fund Series XXXI-XI (1169 Days) - Regular Plan - Growth Option	12.3604
UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Direct Plan - Growth Option	12.7521
UTI - Fixed Term Income Fund Series XXXI-XII (1148 Days) - Regular Plan - Growth Option	12.6124
UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Direct Plan - Growth Option	12.7008
UTI - Fixed Term Income Fund Series XXXI-XIII (1127 Days) - Regular Plan - Growth Option	12.5641
UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Direct Plan - Growth Option	12.6339
UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days) - Regular Plan - Growth Option	12.4998
UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Direct Plan - Growth Option	12.5504
UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days) - Regular Plan - Growth Option	12.4187
UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Direct Plan Growth Option	12.5772
UTI - Fixed Term Income Fund Series XXXII-I (1126 days) Regular Plan Growth Option	12.442
UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Direct Plan - Growth Option	12.5072
UTI - Fixed Term Income Fund Series XXXII-II (1111 Days) - Regular Plan - Growth Option	12.3749
UTI Fixed Term Income Fund Series XXXII-II(1111 Days) - Regular Plan - Maturity IDCW	10.0001
UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days) - Direct Plan - Growth Option	12.1742
UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days) - Regular Plan - Growth Option	12.0764
UTI Fixed Term Income Fund Series XXXIII-I (1135 Days) - Direct Plan - Annual IDCW	10.3742
UTI Fixed Term Income Fund Series XXXIII-I (1135 Days) - Direct Plan - Quarterly IDCW	10.6186
UTI Fixed Term Income Fund Series XXXIII-I (1135 Days) - Regular Plan - Annual IDCW	10.3777
UTI Fixed Term Income Fund Series XXXIII-I (1135 Days) - Regular Plan - Quarterly IDCW	10.5926
UTI FTIF Series XXVI-IX (1113 Days)- Direct Plan - Growth Option	12.3808
UTI FTIF Series XXVI-IX (1113 Days)- Regular Plan - Growth Option	12.2577
UTI FTIF Series XXVI-X (1107 Days)- Direct Plan - Growth Option	12.3658
UTI FTIF Series XXVI-X (1107 Days)- Regular Plan - Growth Option	12.2428
UTI FTIF Series XXVI-XI (1105 Days)- Direct Plan - Growth Option	12.3598
UTI FTIF Series XXVI-XI (1105 Days)- Regular Plan - Growth Option	12.2369
UTI FTIF Series XXVI-XII (1096 Days)- Direct Plan - Growth Option	12.3522
UTI FTIF Series XXVI-XII (1096 Days)- Regular Plan - Growth Option	12.2293
UTI FTIF Series XXVI-XIII (1124 Days)- Direct Plan - Growth Option	12.626
UTI FTIF Series XXVI-XIII (1124 Days)- Regular Plan - Growth Option	12.5003
UTI FTIF Series XXVI-XIV (1105 Days) - Direct Plan - Growth Option	12.3488
UTI FTIF Series XXVI-XIV (1105 Days) - Regular Plan - Growth Option	12.2259
UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Growth Option	12.3262
UTI FTIF Series XXVI-XV (1097 Days) - Direct Plan - Maturity Div Option	10.0004
UTI FTIF Series XXVI-XV (1097 Days) - Regular Plan - Growth Option	12.2034
UTI FTIF Series XXVII-I (1113 Days) - Direct Plan - Growth Option	12.3583
UTI FTIF Series XXVII-I (1113 Days) - Regular Plan - Growth Option	12.2354
UTI FTIF Series XXVII-II (1161 Days) - Direct Plan - Growth Option	11.7477
UTI FTIF Series XXVII-II (1161 Days) - Regular Plan - Growth Option	11.5387
UTI FTIF Series XXVII-III (1096 Days) - Direct Plan - Growth Option	12.3068
UTI FTIF Series XXVII-III (1096 Days) - Regular Plan - Growth Option	12.1843
UTI FTIF Series XXVII-IV (1113 Days) - Direct Plan - Growth Option	12.2803
UTI FTIF Series XXVII-IV (1113 Days) - Regular - Growth Option	12.1581
UTI FTIF Series XXVII-V (1097 Days) - Direct Plan - Growth Option	12.2454
UTI FTIF Series XXVII-V (1097 Days) - Regular Plan - Growth Option	12.1235
UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Growth Option	11.3005
UTI FTIF Series XXVII-VI (1113 Days) - Direct Plan - Quarterly Div Option	9.8832
UTI FTIF Series XXVII-VI (1113 Days) - Regular Plan - Growth Option	11.1879
UTI FTIF Series XXVII-VI (1113 Days) - Regular Plan - Quarterly Div Option	9.8784
UTI FTIF Series XXVII-VII (1104 Days) - Direct Plan - Growth Option	12.2535
UTI FTIF Series XXVII-VII (1104 Days) - Regular Plan - Growth Option	12.1316
UTI FTIF Series XXIV-XIV (1831 Days)- Direct Plan - Growth Option	14.6692
UTI FTIF Series XXIV-XIV (1831 Days)- Regular Plan - Growth Option	14.596
UTI FTIF Series XXV-X (1229 Days)- Direct Plan - Growth Option	12.6223
UTI FTIF Series XXV-X (1229 Days)- Regular Plan - Growth Option	12.4967
UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Flexi Div Option	10.0001
UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Growth Option	12.5936
UTI FTIF Series XXV-XI (1211 Days)- Direct Plan - Maturity Div Option	10.0001
UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Flexi Div Option	10.0001
UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Growth Option	12.4679
UTI FTIF Series XXV-XI (1211 Days)- Regular Plan - Maturity Div Option	10.0001
UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Growth Option	12.5957
UTI FTIF Series XXV-XII (1198 Days)- Direct Plan - Maturity Div Option	10.0001
UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Flexi Div Option	10.0001
UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Growth Option	12.47
UTI FTIF Series XXV-XII (1198 Days)- Regular Plan - Maturity Div Option	10.0001
UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Flexi Div Option	10.0001
UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Growth Option	12.4812
UTI FTIF Series XXVI-I (1182 Days)- Direct Plan - Maturity Div Option	10.0001
UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Flexi Div Option	10.0001
UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Growth Option	12.357
UTI FTIF Series XXVI-I (1182 Days)- Regular Plan - Maturity Div Option	10.0001
UTI FTIF Series XXVI-II (1176 Days)- Direct Plan - Growth Option	12.4847
UTI FTIF Series XXVI-II (1176 Days)- Regular Plan - Growth Option	12.3599
UTI FTIF Series XXVI-III (1169 Days)- Direct Plan - Growth Option	12.4915
UTI FTIF Series XXVI-III (1169 Days)- Regular Plan - Growth Option	12.3666
UTI FTIF Series XXVI-V (1160 Days)- Direct Plan - Growth Option	12.7932
UTI FTIF Series XXVI-V (1160 Days)- Regular Plan - Growth Option	12.666
UTI FTIF Series XXVI-VI (1146 Days)- Direct Plan - Growth Option	12.4583
UTI FTIF Series XXVI-VI (1146 Days)- Regular Plan - Growth Option	12.4397
UTI FTIF Series XXVI-VII (1140 Days)- Direct Plan - Growth Option	12.724
UTI FTIF Series XXVI-VII (1140 Days)- Regular Plan - Growth Option	12.5974
UTI FTIF Series XXVI-VIII (1154 Days)- Direct Plan - Growth Option	12.4509
UTI FTIF Series XXVI-VIII (1154 Days)- Regular Plan - Growth Option	12.3269
UTI FTIF Series XXVII-IX (1160 Days) - Direct Plan - Growth Option	11.3089
UTI FTIF Series XXVII-IX (1160 Days) - Direct Plan - Quarterly Div Option	9.8003
UTI FTIF Series XXVII-IX (1160 Days) - Regular Plan - Growth Option	11.1288
UTI FTIF Series XXVII-VIII (1117 Days) - Direct Plan - Growth Option	12.2882
UTI FTIF Series XXVII-VIII (1117 Days) - Regular Plan - Growth Option	12.1658
UTI FTIF Series XXVII-X (1118 Days) - Direct Plan - Growth Option	12.1383
UTI FTIF Series XXVII-X (1118 Days) - Regular Plan - Growth Option	12.0173
UTI FTIF SERIES XXVIII - PLAN I (1230 DAYS) - Direct Plan - Annual IDCW	9.7829
UTI FTIF SERIES XXVIII - PLAN I (1230 DAYS) - Direct Plan - Quarterly IDCW	9.7828
UTI FTIF SERIES XXVIII - PLAN I (1230 DAYS) - Regular Plan - Annual IDCW	9.7817
UTI FTIF SERIES XXVIII - PLAN I (1230 DAYS) - Regular Plan - Quarterly IDCW	9.7816
UTI FTIF Series XXVIII-I (1230 Days) - Direct Plan - Growth Option	11.5113
UTI FTIF Series XXVIII-I (1230 Days) - Regular Plan - Growth Option	11.3968
UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Direct Plan - Annual IDCW	9.794
UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Direct Plan - Quarterly IDCW	9.7939
UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Regular Plan - Annual IDCW	9.7927
UTI FTIF SERIES XXVIII - PLAN II (1210 DAYS) - Regular Plan - Quarterly IDCW	9.7927
UTI FTIF Series XXVIII-II (1210 Days) - Direct Plan - Growth Option	11.507
UTI FTIF Series XXVIII-II (1210 Days) - Regular Plan - Growth Option	11.3923
UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Direct Plan - Annual IDCW	9.8801
UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Direct Plan - Maturity IDCW	10.0001
UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Direct Plan - Quarterly IDCW	9.8801
UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Annual IDCW	9.8781
UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Flexi IDCW	10.0001
UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Maturity IDCW	10.0001
UTI FTIF SERIES XXVIII - PLAN III (1203 DAYS) - Regular Plan - Quarterly IDCW	9.8781
UTI FTIF Series XXVIII-III (1203 Days) - Direct Plan - Growth Option	11.902
UTI FTIF Series XXVIII-III (1203 Days) - Regular Plan - Growth Option	11.7835
UTI FTIF Series XXVIII-IV (1204 Days) Direct Plan - Growth Option	12.6427
UTI FTIF Series XXVIII-IV (1204 Days) Regular Plan - Growth Option	12.6237
UTI FTIF Series XXVIII-IX (1168 Days) - Direct Plan - Growth Option	12.6702
UTI FTIF Series XXVIII-IX (1168 Days) - Regular Plan - Growth Option	12.6511
UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Direct Plan - Annual IDCW	9.8238
UTI FTIF SERIES XXVIII - PLAN V (1190 DAYS) - Direct Plan - Quarterly IDCW	9.8237
